Column1,Column2,Column3,Column4,Column5,Column6,Column7,Column8,Column9,Column10,Column11,Column12
1266,靜宜大學,寰宇管理學士學位學程,國x1.50 英x2.00 公x1.00,11,168.90,英文36.25,---,---,---,---,---
1267,靜宜大學,寰宇外語教育學士學位學程,國x1.00 英x2.00 歷x1.00,5,123.40,---,---,---,---,---,---
1270,大同大學,機械與材料工程學系(甲組),國x2.00 英x1.75 數甲x2.00,14,175.35,---,---,---,---,---,---
1271,大同大學,機械與材料工程學系(乙組),國x2.00 英x1.75 數乙x2.00,14,219.33,---,---,---,---,---,---
1272,大同大學,化學工程與生物科技學系(化學工程組),國x2.00 英x1.75 化x2.00,16,191.33,---,---,---,---,---,---
1273,大同大學,化學工程與生物科技學系(生物科技組),國x2.00 英x1.75 生x2.00,16,214.50,---,---,---,---,---,---
1274,大同大學,工程學院學士班,國x2.00 英x2.00 數甲x1.50,9,173.20,---,---,---,---,---,---
1275,大同大學,電機工程學系(甲組),國x2.00 英x1.00 數甲x2.00,16,182.65,---,---,---,---,---,---
1276,大同大學,電機工程學系(乙組),國x2.00 英x1.00 物x2.00,14,184.15,---,---,---,---,---,---
1277,大同大學,資訊工程學系(甲組),國x2.00 英x1.50 數甲x1.00,19,195.38,---,---,---,---,---,---
1300,大同大學,資訊工程學系(乙組),國x2.00 英x1.50 數乙x1.00,19,201.03,---,---,---,---,---,---
1301,大同大學,事業經營學系(甲組),國x1.00 英x2.00 歷x1.00 地x1.00,17,205.60,---,---,---,---,---,---
1302,大同大學,事業經營學系(乙組),國x1.00 英x1.50 數乙x1.50,17,146.68,---,---,---,---,---,---
1303,大同大學,資訊經營學系,國x2.00 英x2.00 數乙x1.75,19,211.50,---,---,---,---,---,---
1304,大同大學,應用外語學系,國x2.00 英x2.00 歷x1.75,18,234.18,---,---,---,---,---,---
1305,大同大學,工業設計學系(自然一組),國x2.00 英x2.00 數甲x1.00,3,230.00,---,---,---,---,---,---
1306,大同大學,工業設計學系(自然二組),國x1.00 英x1.00 物x2.00,3,135.00,---,---,---,---,---,---
1307,大同大學,工業設計學系(社會一組),國x2.00 英x2.00 數乙x1.00,13,198.50,---,---,---,---,---,---
1310,大同大學,工業設計學系(社會二組),英x2.00 歷x2.00 地x1.00,13,230.00,---,---,---,---,---,---
1311,大同大學,媒體設計學系互動媒體設計組(自然組),國x2.00 英x2.00 數甲x1.00,8,166.40,---,---,---,---,---,---
1312,大同大學,"媒體設計學系互動媒體設計組(社會組一)",國x1.75 英x2.00 數乙x2.00,8,218.40,---,---,---,---,---,---
1313,大同大學,"媒體設計學系互動媒體設計組(社會組二)",英x2.00 歷x2.00 地x1.50,8,258.00,---,---,---,---,---,---
1314,大同大學,媒體設計學系數位遊戲設計組(自然組),國x2.00 英x2.00 數甲x1.00,5,195.50,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
1316,大同大學,"媒體設計學系數位遊戲設計組(社會組二)",英x2.00 歷x2.00 地x1.50,4,311.60,---,---,---,---,---,---
1317,輔仁大學,中國文學系,國x2.00 英x1.25 歷x2.00,40,319.79,---,330.18,---,---,---,---
1320,輔仁大學,歷史學系,國x2.00 英x1.75 歷x2.00,51,343.25,---,---,---,---,---,---
1321,輔仁大學,哲學系,國x2.00 英x2.00 歷x2.00 地x1.00,50,389.60,---,---,---,---,---,---
1322,輔仁大學,音樂學系-弦樂,國x1.00 英x1.00 術x2.00,4,260.03,---,---,---,---,---,---
1323,輔仁大學,音樂學系-銅管樂.木管樂,國x1.00 英x1.00 術x2.00,4,234.65,---,---,---,---,---,---
1324,輔仁大學,音樂學系-鋼琴,國x1.00 英x1.00 術x2.00,4,227.03,---,---,---,---,---,---
1325,輔仁大學,應用美術學系,國x1.00 英x1.00 數乙x1.00 歷x1.00 地x1.00,26,295.45,---,344.39,---,---,---,---
1326,輔仁大學,景觀設計學系(社會組),國x1.00 英x1.50 數乙x1.00 歷x2.00 地x2.00,28,440.35,---,---,---,---,---,---
1327,輔仁大學,景觀設計學系(自然組),國x1.00 英x1.50 數甲x1.00 生x2.00,6,240.70,---,---,---,---,---,---
1330,輔仁大學,影像傳播學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,33,444.40,---,---,---,---,---,---
1331,輔仁大學,新聞傳播學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 公x1.00,29,431.40,---,---,---,---,---,---
1332,輔仁大學,廣告傳播學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,25,420.38,---,---,---,---,---,---
1333,輔仁大學,圖書資訊學系,國x2.00 英x2.00 數乙x1.00,19,284.10,---,---,---,---,---,---
1334,輔仁大學,體育學系體育學組,國x1.00 英x1.00 術x2.00,5,239.24,---,---,---,---,---,---
1335,輔仁大學,體育學系運動健康管理組,國x2.00 英x2.00 生x1.00,12,233.60,---,---,---,---,---,---
1336,輔仁大學,教育領導與科技發展學士學位學程,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,12,391.20,---,---,---,---,---,---
1337,輔仁大學,護理學系,國x1.50 英x1.50 數甲x1.00 生x1.25,50,263.68,---,308.70,---,---,---,---
1340,輔仁大學,公共衛生學系,國x1.50 英x1.50 數甲x1.00 化x1.00 生x1.25,27,284.85,---,291.24,---,---,---,---
1341,輔仁大學,醫學系(自費),英x1.00 數甲x1.00 物x1.00 化x1.00 生x1.00,35,420.45,---,422.01,---,---,---,---
1342,輔仁大學,醫學系(公費),英x1.25 數甲x1.00 物x1.00 化x1.00 生x1.25,7,452.70,---,---,---,---,---,---
1343,輔仁大學,臨床心理學系,國x1.25 英x2.00 數甲x1.00 生x1.25,19,364.70,---,382.56,---,---,---,---
1344,輔仁大學,職能治療學系,國x1.25 英x2.00 數甲x1.00 物x1.00 生x2.00,25,454.20,---,459.23,---,---,---,---
1345,輔仁大學,呼吸治療學系,國x1.00 英x1.25 物x1.00 生x1.25,14,270.16,英文85.25,---,---,---,---,---
1346,輔仁大學,數學系資訊數學組,國x1.25 英x1.25 數甲x2.00,24,151.81,---,---,---,---,---,---
1347,輔仁大學,數學系應用數學組,國x1.25 英x1.25 數甲x2.00,26,159.58,---,---,---,---,---,---
1350,輔仁大學,化學系,英x1.50 數甲x1.50 化x2.00,44,183.30,---,---,---,---,---,---
1351,輔仁大學,資訊工程學系,國x1.50 英x1.00 數甲x1.00,49,179.85,---,---,---,---,---,---
1352,輔仁大學,生命科學系,英x2.00 化x1.50 生x2.00,27,250.50,---,---,---,---,---,---
1353,輔仁大學,物理學系物理組,國x1.00 數甲x1.00 物x2.00,21,131.20,---,---,---,---,---,---
1354,輔仁大學,物理學系光電物理組,國x1.00 數甲x1.00 物x2.00,12,154.60,---,---,---,---,---,---
1355,輔仁大學,電機工程學系,英x1.00 數甲x1.00 物x1.00,78,108.40,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
1357,輔仁大學,人工智慧與資訊安全學士學位學程,國x1.00 英x1.00 數甲x1.00,5,153.55,---,---,---,---,---,---
1360,輔仁大學,英國語文學系,國x1.00 英x2.00 歷x1.00,18,300.90,---,---,---,---,---,---
1361,輔仁大學,法國語文學系,國x1.50 英x1.50 歷x1.00 地x1.00,19,346.35,---,350.15,---,---,---,---
1362,輔仁大學,西班牙語文學系,國x1.50 英x1.50 歷x1.00 地x1.00,25,331.00,---,---,---,---,---,---
1363,輔仁大學,日本語文學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,21,383.98,---,---,---,---,---,---
1364,輔仁大學,義大利語文學系,國x1.50 英x1.50 歷x1.00 地x1.00,18,315.53,---,323.20,---,---,---,---
1365,輔仁大學,德語語文學系,國x1.50 英x1.50 歷x1.25,18,276.80,---,---,---,---,---,---
1366,輔仁大學,織品服裝學系織品設計組,國x2.00 英x2.00 數乙x1.50,14,278.00,---,---,---,---,---,---
1367,輔仁大學,織品服裝學系服飾設計組,國x2.00 英x2.00 數乙x1.50,11,298.00,---,---,---,---,---,---
1370,輔仁大學,織品服裝學系織品服飾行銷組,國x2.00 英x2.00 數乙x1.50,36,282.90,---,---,---,---,---,---
1371,輔仁大學,餐旅管理學系,國x2.00 英x2.00 數乙x1.00 歷x1.00 地x1.00,23,373.50,---,402.05,---,---,---,---
1372,輔仁大學,兒童與家庭學系,國x2.00 英x2.00 數乙x1.00,21,258.70,---,---,---,---,---,---
1373,輔仁大學,食品科學系,國x1.00 英x2.00 數甲x1.00 化x2.00 生x2.00,31,327.90,---,---,---,---,---,---
1374,輔仁大學,營養科學系,國x1.00 英x2.00 數甲x1.00 化x2.00 生x2.00,22,431.60,---,---,---,---,---,---
1375,輔仁大學,法律學系,國x1.00 英x1.50 數乙x1.00 歷x1.00 公x1.00,47,392.90,---,---,---,---,---,---
1376,輔仁大學,財經法律學系,國x1.00 英x1.50 數乙x1.00 歷x1.00 公x1.00,24,403.93,---,---,---,---,---,---
1377,輔仁大學,企業管理學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,76,426.45,---,447.59,---,---,---,---
1400,輔仁大學,會計學系,國x1.50 英x1.50 數乙x1.50 歷x1.00 地x1.00,58,449.75,---,511.31,---,---,---,---
1401,輔仁大學,資訊管理學系,國x1.50 英x2.00 數乙x2.00,29,359.70,---,371.61,---,---,---,---
1402,輔仁大學,統計資訊學系,國x1.50 英x2.00 數乙x2.00,35,345.60,---,---,---,---,---,---
1403,輔仁大學,金融與國際企業學系,國x1.50 英x2.00 數乙x2.00,48,397.10,---,---,---,---,---,---
1404,輔仁大學,社會學系,國x1.50 英x1.50 數乙x1.50 公x1.00,30,303.73,---,---,---,---,---,---
1405,輔仁大學,社會工作學系,國x1.50 英x1.50 數乙x1.00,41,204.75,---,216.81,---,---,---,---
1406,輔仁大學,經濟學系,國x1.00 英x2.00 數乙x2.00,57,330.60,---,344.73,---,---,---,---
1407,輔仁大學,宗教學系,國x2.00 英x2.00 歷x1.50,8,291.10,---,---,---,---,---,---
1410,輔仁大學,心理學系,國x2.00 英x2.00 數甲x1.50,22,328.60,---,---,---,---,---,---
1411,國立臺灣海洋大學,商船學系,國x1.00 英x1.50 數甲x1.50 物x1.50,11,270.15,---,---,---,---,---,---
1412,國立臺灣海洋大學,航運管理學系,國x1.00 英x2.00 數乙x1.50,24,303.10,---,---,---,---,---,---
1413,國立臺灣海洋大學,運輸科學系A組,國x1.00 英x2.00 數乙x2.00,11,335.40,---,---,---,---,---,---
1414,國立臺灣海洋大學,運輸科學系B組,國x1.00 英x2.00 數甲x2.00,8,271.50,---,---,---,---,---,---
1415,國立臺灣海洋大學,輪機工程學系能源應用組,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,20,302.18,---,---,---,---,---,---
1416,國立臺灣海洋大學,輪機工程學系動力工程組,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,8,326.20,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
1420,國立臺灣海洋大學,水產養殖學系,國x1.00 英x2.00 數甲x1.00 化x1.50 生x2.00,20,297.80,---,---,---,---,---,---
1421,國立臺灣海洋大學,生命科學暨生物科技學系,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,24,284.33,---,---,---,---,---,---
1422,國立臺灣海洋大學,環境生物與漁業科學學系,國x1.00 英x1.50 數甲x1.50 生x1.25,11,228.98,---,---,---,---,---,---
1423,國立臺灣海洋大學,海洋環境資訊系,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,11,284.00,---,---,---,---,---,---
1424,國立臺灣海洋大學,機械與機電工程學系,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,39,328.75,---,---,---,---,---,---
1425,國立臺灣海洋大學,系統工程暨造船學系,國x1.00 英x1.25 數甲x1.25 物x1.25 化x1.00,18,253.48,---,---,---,---,---,---
1426,國立臺灣海洋大學,河海工程學系,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,17,272.65,---,---,---,---,---,---
1427,國立臺灣海洋大學,電機工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,40,295.45,---,---,---,---,---,---
1430,國立臺灣海洋大學,資訊工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00,38,231.95,---,---,---,---,---,---
1431,國立臺灣海洋大學,通訊與導航工程學系,國x1.00 英x1.50 數甲x1.50 物x1.50,16,289.33,---,---,---,---,---,---
1432,國立臺灣海洋大學,海洋觀光管理學士學位學程,國x1.50 英x2.00 數乙x1.00,10,266.00,---,---,---,---,---,---
1433,國立臺灣海洋大學,海洋法政學士學位學程,國x2.00 英x2.00 數乙x1.00,11,329.40,國文66.80,---,---,---,---,---
1434,國立臺灣海洋大學,光電與材料科技學系,國x1.00 英x1.25 數甲x1.50 物x1.50 化x1.00,20,339.56,---,---,---,---,---,---
1435,國立臺灣海洋大學,海洋文創設計產業學士學位學程,國x1.50 英x1.00 數乙x1.00,6,215.00,---,---,---,---,---,---
1436,國立臺灣海洋大學,海洋生物科技學士學位學程,國x1.00 英x1.50 數甲x1.00 化x1.50 生x1.50,9,273.35,---,---,---,---,---,---
1437,國立臺灣海洋大學,海洋工程科技學士學位學程,國x1.00 英x1.50 數甲x1.50 物x1.50 化x1.00,8,281.60,---,---,---,---,---,---
1440,國立臺灣海洋大學,海洋經營管理學士學位學程,國x1.00 英x2.00 數乙x1.00,8,252.80,---,---,---,---,---,---
1441,國立高雄師範大學,音樂學系,國x1.00 英x1.00 術x2.00,8,271.02,---,---,---,---,---,---
1442,國立高雄師範大學,美術學系,國x1.00 英x1.00 術x2.00,22,223.29,---,---,---,---,---,---
1443,國立高雄師範大學,視覺設計學系,國x1.00 英x1.00 術x2.00,24,230.10,---,---,---,---,---,---
1444,國立高雄師範大學,國文學系,國x2.00 英x1.25 歷x1.25 地x1.00,44,377.14,---,---,---,---,---,---
1445,國立高雄師範大學,英語學系,國x1.50 英x2.00 數乙x1.00 歷x1.00 地x1.00,51,425.40,---,---,---,---,---,---
1446,國立高雄師範大學,地理學系,國x1.00 英x1.25 數乙x1.00 歷x1.00 地x1.25,23,378.44,---,---,---,---,---,---
1447,國立高雄師範大學,教育學系,國x1.50 英x1.75 數乙x1.75 歷x1.00 地x1.00,18,466.36,---,---,---,---,---,---
1450,國立高雄師範大學,特殊教育學系,國x1.25 英x1.25 數乙x1.00,19,225.04,---,237.52,---,---,---,---
1451,國立高雄師範大學,事業經營學系,國x1.50 英x2.00 數乙x1.75,12,363.50,---,---,---,---,---,---
1452,國立高雄師範大學,體育學系,國x2.00 英x2.00 化x1.00 生x2.00 術x1.00,10,321.79,---,---,---,---,---,---
1453,國立高雄師範大學,數學系數學組,國x1.00 英x1.25 數甲x2.00 物x1.25,15,248.05,---,---,---,---,---,---
1454,國立高雄師範大學,數學系應用數學組,國x1.00 英x1.25 數甲x2.00 物x1.25,26,238.51,---,---,---,---,---,---
1455,國立高雄師範大學,物理學系,國x1.00 英x1.00 數甲x1.50 物x2.00 化x1.00,17,297.90,---,---,---,---,---,---
1456,國立高雄師範大學,化學系,英x2.00 數甲x1.00 化x2.00,22,288.20,---,---,---,---,---,---
1457,國立高雄師範大學,生物科技系,國x1.00 英x1.25 數甲x1.00 化x1.00 生x2.00,24,327.35,---,---,---,---,---,---
"系組代碼",校名,系組名,採計及加權,"錄取人數(含外加)","普通生錄取分數","普通生同分參酌","原住民錄取分數","退伍軍人錄取分數","僑生錄取分數","蒙藏生錄取分數","派外子女錄取分數"
1461,國立高雄師範大學,工業科技教育學系能源與冷凍空調組,國x1.00 英x1.25 數甲x1.25 物x1.25 化x1.00,7,231.05,---,---,---,---,---,---
1462,國立高雄師範大學,電機工程學系,國x1.00 英x1.00 數甲x1.00 物x1.00 化x1.00,26,269.15,---,---,---,---,---,---
1463,國立高雄師範大學,工業設計學系,國x1.00 英x2.00 數乙x2.00,12,328.10,---,---,---,---,---,---
1464,國立高雄師範大學,電子工程學系,國x1.00 英x1.00 數甲x1.50 物x1.50 化x1.00,29,299.65,---,---,---,---,---,---
1465,國立高雄師範大學,軟體工程與管理學系,國x1.25 英x1.50 數甲x1.50 物x1.00 化x1.00,11,336.63,---,---,---,---,---,---
1466,國立彰化師範大學,輔導與諮商學系學校輔導與諮商組,國x2.00 英x1.75 數乙x1.00 歷x1.00 公x1.50,21,509.25,---,---,---,---,---,---
1467,國立彰化師範大學,輔導與諮商學系社區輔導與諮商組,國x2.00 英x1.75 數乙x1.00 歷x1.00 公x1.50,12,514.48,---,---,---,---,---,---
1470,國立彰化師範大學,特殊教育學系,國x1.50 英x1.50 數乙x1.00 歷x1.00 地x1.00,32,387.00,---,396.16,---,---,---,---
1471,國立彰化師範大學,數學系,國x1.00 英x1.25 數甲x2.00 物x1.25,41,252.41,---,---,---,---,---,---
1472,國立彰化師範大學,物理學系物理組,國x1.00 英x1.00 數甲x1.50 物x2.00 化x1.00,23,316.95,---,---,---,---,---,---
1473,國立彰化師範大學,物理學系光電組,國x1.00 英x1.00 數甲x1.50 物x2.00 化x1.00,18,321.50,---,---,---,---,---,---
1474,國立彰化師範大學,生物學系,國x1.00 英x1.75 數甲x1.00 化x1.50 生x2.00,26,376.64,---,---,---,---,---,---
1475,國立彰化師範大學,化學系,國x1.00 英x1.25 數甲x1.00 物x1.25 化x2.00,25,358.74,---,---,---,---,---,---
1476,國立彰化師範大學,英語學系,國x1.50 英x2.00 數乙x1.00 歷x1.00 地x1.00,26,457.00,---,---,---,---,---,---
1477,國立彰化師範大學,國文學系,國x2.00 英x1.50 歷x1.50 地x1.00,40,416.93,---,---,---,---,---,---
1500,國立彰化師範大學,美術學系,國x1.00 英x1.00 歷x1.00 術x2.00,9,300.73,---,---,---,---,---,---
1501,國立彰化師範大學,地理學系,國x1.00 英x1.25 數乙x1.00 歷x1.00 地x1.25,17,391.93,---,---,---,---,---,---
1502,國立彰化師範大學,機電工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,27,406.00,---,---,---,---,---,---
1503,國立彰化師範大學,電機工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,21,465.40,---,---,---,---,---,---
1504,國立彰化師範大學,電子工程學系,國x1.00 英x2.00 數甲x2.00 物x2.00 化x1.00,30,432.00,---,---,---,---,---,---
1505,國立彰化師範大學,資訊工程學系,國x1.00 英x1.50 數甲x2.00 物x1.50,33,336.40,---,---,---,---,---,---
1506,國立彰化師範大學,企業管理學系,國x1.00 英x2.00 數乙x2.00,25,354.20,---,---,---,---,---,---
1507,國立彰化師範大學,會計學系,國x1.50 英x2.00 數乙x2.00,54,386.80,---,---,---,---,---,---
1510,國立彰化師範大學,資訊管理學系資訊管理組,國x1.00 英x2.00 數乙x2.00,14,370.80,---,---,---,---,---,---
1511,國立彰化師範大學,資訊管理學系數位內容科技與管理組,國x1.00 英x2.00 數甲x2.00,10,299.40,---,---,---,---,---,---
